id	level	description	assembly	segments	xlim_start	xlim_end	bin	mean_abundance
g19302_25	1	gyrA m3: DNA gyrase subunit A (abundance=0.28)	ALL	s5203,s6410,s6411,s6412,s6413,s6414,s6415,s6416,s6417,s6418,s10054,s10055,s12452,s12456,s20508,s20509,s20510,s20511,s20512,s20513,s20516,s20517,s20518,s20519,s20520,s20521,s20522,s20523,s20524,s20525,s20526,s20527,s20528,s20529,s20530,s20531,s20532,s20533,s20534,s20535,s20536,s20537,s20538,s20539,s20540,s20541,s20542,s20543,s20544,s20545,s20546,s20547,s20548,s20549,s20550,s20551,s20552,s20553,s20554,s20555,s20556,s25005,s25722,s29009,s33756,s38293,s38294,s38295,s38296,s38297,s38298,s38299,s38300,s38301,s38302,s38303,s38304,s38305,s38306,s38310,s38327,s38330,s38333,s38334,s38335,s38336,s38337,s38338,s38339,s38340,s38341,s38342,s38343,s38344,s38345,s38346,s38347,s38348,s38349,s38350,s38351,s38352,s38353,s38354,s38355,s38356,s38357,s38358,s38359,s38360,s38361,s38362,s38363,s38364,s38365,s38366,s38367,s38368,s38369,s38370,s38371,s38372,s38373,s38375,s38381,s38385,s38390,s38394,s38398,s38401,s38403,s38405,s38406,s38407,s38408,s38419,s38426,s38429,s38431,s38433,s38435,s38437,s38438,s38439,s38440,s38441,s38442,s38443,s38444,s38445,s38447,s38448,s38449,s38450,s38451,s38452,s38453,s38454,s38455,s38456,s38457,s38458,s38459,s38460,s38462,s38463,s38464,s38465,s38466,s38467,s38468,s38469,s38470,s38471,s38472,s38473,s38475,s38476,s38477,s38478,s38479,s38480,s38481,s38482,s38483,s38484,s38485,s38486,s38487,s38488,s38489,s38490,s38491,s38492,s38493,s38494,s38495,s38496,s38497,s38498,s38500,s38502,s38503,s38504,s38505,s38507,s38515,s38516,s38517,s38519,s38520,s38521,s38522,s38523,s38524,s45680,s45684,s57149,s57151	20957	33473	m3	0.2753
g23099_1026	1	gyrA b2: DNA gyrase subunit A (abundance=0.27)	ALL	s4700,s4703,s4714,s4715,s4717,s4719,s20116,s20120,s22216,s22220,s22226,s22227,s22230,s22238,s22239,s22244,s22246,s22250,s28698,s28700,s28702,s28704,s28706,s28707,s28708,s28711,s28713,s28719,s28721,s28723,s28724,s35237,s35238,s41922,s41924,s41926,s41928,s41930,s41933	3758423	3771041	b2	0.2678
g25746_195	1	gyrA b156: DNA gyrase subunit A (abundance=0.27)	ALL	s5319,s24711,s34551,s34552,s34553,s34557,s34559,s34560,s58613,s58615,s58616,s58618	644326	656905	b156	0.2674
g15536_641	1	gyrA b10: DNA gyrase subunit A (abundance=0.26)	ALL	s1979,s1980,s1984,s1993,s2001,s2002,s2012,s2020,s2022,s2024,s7190,s9581,s9606,s9607,s9608,s9610,s9612,s9617,s9619,s9624,s9625,s9630,s9631,s9635,s9636,s9639,s9640,s13074,s13086,s13088,s13092,s55050,s55053,s55058,s55060,s55062	3692690	3705266	b10	0.2561
g21505_459	1	gyrA b173: DNA gyrase subunit A (abundance=0.26)	ALL	s25115,s25116	487802	500261	b173	0.256
g30189_1740	1	gyrA b90: DNA gyrase subunit A (abundance=0.25)	ALL	s4450,s44482,s44484,s44506,s44508,s44509,s44510,s44517,s44518,s44522,s44540,s44545,s44548,s44550,s44554,s44563,s44565,s44566,s44568	1223106	1235613	b90	0.2489
g3545_1678	1	gyrA b41: DNA gyrase subunit A (abundance=0.25)	ALL	s52050,s52051,s52057,s52058,s52060,s52061,s55428,s55429,s55430,s55432,s55437	1648911	1661391	b41	0.247
g1260_1850	1	gyrA b108: DNA gyrase subunit A (abundance=0.24)	ALL	s6628,s6629,s6630,s6632,s6633,s6638	1888844	1901285	b108	0.2427
g1351_1840	1	gyrA b18: DNA gyrase subunit A (abundance=0.24)	ALL	s8909,s8917,s8918,s8919,s8920,s8924,s8935,s8943,s8951,s8963,s8965,s15156,s15157,s15160,s16673,s16676,s16678,s22451,s22453,s22456,s22458,s34271,s34280,s34283,s34284,s52152,s52154,s52156,s52161,s59326,s59329,s59331,s59333,s62393	1353903	1366482	b18	0.2424
g15009_1002	1	gyrA b170: DNA gyrase subunit A (abundance=0.24)	ALL	s11839,s11840,s11841,s11843,s11844	884004	896442	b170	0.2416
g28545_2239	1	gyrA b85: DNA gyrase subunit A (abundance=0.24)	ALL	s15407,s40598,s40608,s40618,s40624,s40633,s40634,s40635,s40644,s40649,s40651,s40652,s40653,s40654,s40655,s40659,s40661	1690255	1702825	b85	0.2416
g21912_3477	1	gyrA b54: DNA gyrase subunit A (abundance=0.24)	ALL	s26249,s26251,s26257,s26259,s26261,s26262,s26264,s26272,s26274,s26276,s26279,s26281,s26283,s26288,s26289	3246362	3258896	b54	0.2396
g13560_716	1	gyrA b86: DNA gyrase subunit A (abundance=0.23)	ALL	s8887,s8888,s8892,s8894,s8895,s8896	896275	908830	b86	0.2348
g6171_1090	1	gyrA b62: DNA gyrase subunit A (abundance=0.23)	ALL	s33874,s33875,s33879,s33881,s33883,s33887,s33891,s33894,s33896,s33898,s33901,s33903,s33904,s33905,s33906,s33910,s33911,s33914,s37311,s37315,s57291,s57292,s57293,s57294,s57296,s57298,s57304,s57306,s57307,s57309,s57314,s57315,s57317,s57319,s57320,s57322	2913113	2925677	b62	0.2302
g6771_511	1	gyrA b11: DNA gyrase subunit A (abundance=0.23)	ALL	s58478,s58480,s58485,s58488,s58495,s58497,s58499,s58501,s58503,s58505,s58510,s58515,s58523,s58525,s58527,s58529	522814	535444	b11	0.2302
g14970_607	1	gyrA b110: DNA gyrase subunit A (abundance=0.22)	ALL	s11665,s11669,s11670,s11671,s11673,s11674	696140	708917	b110	0.2196
g29690_562	1	gyrA b77: DNA gyrase subunit A (abundance=0.22)	ALL	s2223,s2224,s2225,s17393,s17432,s17433,s17434,s17435,s17437,s17439,s42601,s43523,s43525,s43526	2768314	2781028	b77	0.217
g14346_664	1	gyrA b48: DNA gyrase subunit A (abundance=0.2)	ALL	s10333,s10335,s10337,s10341,s10345,s10348,s10350,s10355,s58591,s58603,s58605	625269	637881	b48	0.2033
g1155_1491	1	gyrA b82: DNA gyrase subunit A (abundance=0.2)	ALL	s4561,s4562,s4564,s4570,s4571,s25439,s25442,s25443,s52311,s52313	1019089	1031671	b82	0.1993
g19952_449	1	gyrA b165: DNA gyrase subunit A (abundance=0.19)	ALL	s21842,s21843,s21844,s44747,s44751,s44752	518796	531354	b165	0.1868
g29869_339	1	gyrA b109: DNA gyrase subunit A (abundance=0.18)	ALL	s2438,s5750,s5758,s5766,s8585,s8589,s8592,s8599,s8601,s12626,s12627,s12629,s41412,s43820,s43824,s43828,s43831,s43833,s54674,s54677	1366329	1378821	b109	0.185
g29869_529	1	gyrA b109: DNA gyrase subunit A (abundance=0.18)	ALL	s2438,s5750,s5758,s5766,s8585,s8589,s8592,s8599,s8601,s12626,s12627,s12629,s41412,s43820,s43824,s43828,s43831,s43833,s54674,s54677	1485246	1497480	b109	0.185
g27494_190	1	gyrA b53: DNA gyrase subunit A (abundance=0.18)	ALL	s38075,s38079,s38081,s38082,s38083,s38084	144093	156606	b53	0.1816
g7004_1415	1	gyrA b78: DNA gyrase subunit A (abundance=0.18)	ALL	s14531,s14537,s14539,s14541,s20130,s20138,s34155,s34157,s34167,s34171,s34179,s34548,s40323,s40325,s40328,s58975,s58989,s58991,s59010,s59016,s59026,s59028	2583639	2596152	b78	0.18
g7032_813	1	gyrA b115: DNA gyrase subunit A (abundance=0.18)	ALL	s59070,s59072,s59074	865490	877985	b115	0.1767
g26071_959	1	gyrA b70: DNA gyrase subunit A (abundance=0.17)	ALL	s4386,s5036,s5043,s5045,s5046,s5051,s5052,s5053,s26968,s26970,s34392,s35126,s35129,s35131,s35135,s35137,s35146,s35147	2246876	2259395	b70	0.1733
g1405_421	1	gyrA b52: DNA gyrase subunit A (abundance=0.17)	ALL	s10030,s10031,s35522,s35526,s35531,s35533,s35622,s35623,s41675	408587	421085	b52	0.1728
g9581_209	1	gyrA b88: DNA gyrase subunit A (abundance=0.17)	ALL	s602,s604,s54198	225906	238512	b88	0.171
g25601_2263	1	gyrA b43: DNA gyrase subunit A (abundance=0.17)	ALL	s34191,s34194,s34196,s34197,s34198,s34199,s34205,s34207,s34211	1872106	1884703	b43	0.1702
g17789_1206	1	gyrA b172: DNA gyrase subunit A (abundance=0.17)	ALL	s17389	1156571	1169036	b172	0.1684
g2702_362	1	gyrA b33: DNA gyrase subunit A (abundance=0.17)	ALL	s9146,s37194,s37196,s37198,s37199,s37200,s37201,s37202,s37204,s37206,s37207,s37209,s37210,s37211,s37213,s37219	815982	828606	b33	0.1683
g29077_4118	1	gyrA b36: DNA gyrase subunit A (abundance=0.17)	ALL	s42343,s42344,s42351,s42359,s42360,s42365,s42367,s42368,s42383,s42384,s42385,s42386,s42401,s42404,s42405,s42408,s42410,s42416,s42417,s42419	3003650	3016145	b36	0.1664
g3424_1009	1	gyrA b119: DNA gyrase subunit A (abundance=0.17)	ALL	s51852,s51854	984345	996966	b119	0.1663
g4865_677	1	gyrA b120: DNA gyrase subunit A (abundance=0.16)	ALL	s33396,s33397,s54105,s54111,s54115,s54116,s54118,s54120,s54121,s54123	771749	784055	b120	0.162
g23598_1986	1	gyrA b26: DNA gyrase subunit A (abundance=0.16)	ALL	s10760,s10762,s10764,s10768,s10770,s10773,s10781,s10783,s10786,s10787,s10813,s20199,s29690,s29692,s29694,s29696,s29708,s29713,s29717,s29719,s29722,s29724,s29728,s29733,s29736,s29740,s29743,s29760,s54360,s54367,s54372	3542261	3554726	b26	0.1589
g11007_464	1	gyrA b24: DNA gyrase subunit A (abundance=0.15)	ALL	s3357,s3362,s3367,s3370,s3382,s3384,s3385,s3392,s3393,s3407,s3409,s3416,s3420,s3424,s3426,s3468,s3470,s3471,s3484,s3486,s3489,s3493,s3495,s3499,s3501,s3504,s3506,s3508,s3510,s3512,s3517,s3518,s3519,s3521,s3522,s3533,s3534,s3536,s3540,s42538,s42540,s42544,s42546	1935967	1948537	b24	0.1532
g1996_35	1	gyrA b35: DNA gyrase subunit A (abundance=0.15)	ALL	s21926,s21927,s21929,s21930,s21933,s21936,s21941,s21943,s24509,s24511,s24515,s24875,s24877,s24881,s24883,s24885,s24958,s24960,s24962,s24963,s24964,s24966,s24967,s24968,s58060,s58061,s58062,s58063,s58065,s58067,s58069,s58071	30433	42970	b35	0.1481
g69_1132	1	gyrA b79: DNA gyrase subunit A (abundance=0.15)	ALL	s58387	1151581	1164181	b79	0.147
g11414_69	1	gyrA b63: DNA gyrase subunit A (abundance=0.13)	ALL	s4323,s4325,s4327,s4329,s4333,s4337,s34124,s34126,s34127,s34128,s34131,s34133	47069	59579	b63	0.1344
g21690_1345	1	gyrA b92: DNA gyrase subunit A (abundance=0.13)	ALL	s25465,s25467,s25469,s25470,s25472,s25476,s25478,s25480	1418509	1430956	b92	0.1305
g3953_877	1	gyrA b192: DNA gyrase subunit A (abundance=0.13)	ALL	s52718,s52722,s52724,s52726,s52728,s52734,s52736,s52738,s52741,s52745,s52751,s52753,s52755,s52757,s52761,s52763,s52767	838586	851039	b192	0.1299
g26058_1991	1	gyrA b117: DNA gyrase subunit A (abundance=0.13)	ALL	s35012,s35014,s35019,s35020,s35059,s35060,s35062,s35065,s35067,s35068,s35077,s35081,s35102,s35104,s61219,s61237,s61239,s61253,s61255,s61264,s61279	1286732	1299242	b117	0.1281
g22972_504	1	gyrA b121: DNA gyrase subunit A (abundance=0.13)	ALL	s28466,s28467,s28469,s28471,s28472,s28473	542910	555486	b121	0.1271
g8934_1253	1	gyrA b103: DNA gyrase subunit A (abundance=0.12)	ALL	s62751,s62753,s62754	1485893	1498397	b103	0.1212
g13246_392	1	gyrA b132: DNA gyrase subunit A (abundance=0.11)	ALL	s7810,s7811,s7812,s8220,s8222,s8227,s8228,s8491,s11492,s33966,s33968,s33970,s33979,s51289,s51291	686255	698768	b132	0.1131
g22870_291	1	gyrA b72: DNA gyrase subunit A (abundance=0.11)	ALL	s14692,s14698,s14700,s14704,s19674,s19675,s19677,s28271,s28274,s28280,s28281,s28285,s28286,s28288,s45125,s45132,s45139,s45145,s45146,s45148,s45151,s45160,s45162,s45165	1049189	1061687	b72	0.1105
g22870_825	1	gyrA b72: DNA gyrase subunit A (abundance=0.11)	ALL	s14692,s14698,s14700,s14704,s19674,s19675,s19677,s28271,s28274,s28280,s28281,s28285,s28286,s28288,s45125,s45132,s45139,s45145,s45146,s45148,s45151,s45160,s45162,s45165	1593029	1605263	b72	0.1105
g23776_2893	1	gyrA b50: DNA gyrase subunit A (abundance=0.11)	ALL	s30103,s30106,s30110,s30115,s30117,s30119,s30121,s30126,s30130,s30136,s30139,s30145,s30158,s30164,s30167,s30169,s30171,s30172,s30176,s30184,s30191	2205493	2217727	b50	0.1064
g17336_275	1	gyrA b208: DNA gyrase subunit A (abundance=0.11)	ALL	s16585,s16588	223982	236648	b208	0.1052
g28963_1575	1	gyrA b123: DNA gyrase subunit A (abundance=0.1)	ALL	s41777,s41794,s41813,s41830,s41843,s41845,s41850,s41852,s41853,s58881,s61375,s61381,s61409,s61410	1139540	1152035	b123	0.0986
g11732_759	1	gyrA b151: DNA gyrase subunit A (abundance=0.1)	ALL	s4882,s4883,s4886,s4888,s4892,s4914,s18428,s36841,s56440,s59499	334082	346592	b151	0.0972
g7743_398	1	gyrA b129: DNA gyrase subunit A (abundance=0.1)	ALL	s57110,s60454,s60455,s60456,s60457	1020366	1032825	b129	0.095
g9822_276	1	gyrA b97: DNA gyrase subunit A (abundance=0.09)	ALL	s1028,s19624,s19626,s19627,s21603,s21608,s21610,s21611,s23569,s23571,s23573,s24772,s24775,s26723,s26725,s44716,s44717,s53949,s55598,s57732,s57735	276410	288923	b97	0.0931
g17929_1012	1	gyrA b124: DNA gyrase subunit A (abundance=0.09)	ALL	s17637,s17638,s17639,s17640	1004076	1016556	b124	0.0868
g17336_1913	1	gyrA b183: DNA gyrase subunit A (abundance=0.09)	ALL	s16591,s16592	829325	841952	b183	0.0851
g11361_1354	1	gyrA b83: DNA gyrase subunit A (abundance=0.08)	ALL	s4237,s4241,s4243,s4244,s4246,s4248	1307873	1320380	b83	0.0847
g25670_550	1	gyrA b130: DNA gyrase subunit A (abundance=0.08)	ALL	s34416,s34417,s34419	631633	644143	b130	0.0816
g28898_469	1	gyrA b160: DNA gyrase subunit A (abundance=0.08)	ALL	s41662,s41664,s41665	473393	485861	b160	0.0771
g18807_1605	1	gyrA b205: DNA gyrase subunit A (abundance=0.08)	ALL	s19411,s19412,s19413	1012779	1025217	b205	0.077
g7621_1069	1	gyrA b98: DNA gyrase subunit A (abundance=0.08)	ALL	s10891,s17474,s17477,s17480,s23523,s25749,s37091,s42318,s60180,s60185,s60188	2379434	2391956	b98	0.0762
g27798_953	1	gyrA b167: DNA gyrase subunit A (abundance=0.08)	ALL	s10519,s27459,s39027,s39028,s39030,s39031	1470253	1482805	b167	0.0761
g7358_2419	1	gyrA b89: DNA gyrase subunit A (abundance=0.08)	ALL	s59703,s59706,s59707,s59708,s59709,s59710	2473270	2485951	b89	0.0757
g2064_828	1	gyrA b49: DNA gyrase subunit A (abundance=0.07)	ALL	s23192,s28899,s28901,s28903,s28905,s28910,s28912	698301	710796	b49	0.0701
g21989_752	1	gyrA b190: DNA gyrase subunit A (abundance=0.07)	ALL	s5358,s5364,s5368,s5372,s5374,s5382,s5383,s5385,s5387,s5390,s5392,s5394,s23853,s23855,s23857,s23865,s23867,s26416,s26423,s26424,s26426,s26431,s26432,s26436,s26440,s26442,s26444,s26452,s26461,s26474,s26482,s26487,s26488,s26494,s26496	1187382	1199826	b190	0.0689
g29522_483	1	gyrA b133: DNA gyrase subunit A (abundance=0.07)	ALL	s35426,s43292	1515041	1527497	b133	0.0683
g28723_338	1	gyrA b127: DNA gyrase subunit A (abundance=0.06)	ALL	s41273	337944	350415	b127	0.0605
g10746_543	1	gyrA b134: DNA gyrase subunit A (abundance=0.06)	ALL	s2804,s27870	427948	440392	b134	0.0579
g1266_1432	1	gyrA b180: DNA gyrase subunit A (abundance=0.06)	ALL	s6763	1366900	1379353	b180	0.0571
g28416_1511	1	gyrA b194: DNA gyrase subunit A (abundance=0.06)	ALL	s40305,s40306,s40309,s40311,s40312	1251336	1263825	b194	0.0555
g17904_12	1	gyrA b158: DNA gyrase subunit A (abundance=0.05)	ALL	s5072,s5074,s5077,s17590,s17591,s34801,s34802,s40282,s57224	518300	530786	b158	0.0538
g6820_149	1	gyrA b16: DNA gyrase subunit A (abundance=0.05)	ALL	s40382,s40383,s40494,s40496,s40498,s40506,s40516,s40517,s40524,s40525,s40528,s40531,s40542,s40547,s40555,s40557,s58628,s58630,s58638	4221306	4231503	b16	0.0501
g28512_2441	1	gyrA b16: DNA gyrase subunit A (abundance=0.05)	ALL	s40382,s40383,s40494,s40496,s40498,s40506,s40516,s40517,s40524,s40525,s40528,s40531,s40542,s40547,s40555,s40557,s58628,s58630,s58638	2712148	2724679	b16	0.0501
g14993_954	1	gyrA b141: DNA gyrase subunit A (abundance=0.05)	ALL	s423,s11762,s11768,s11781,s11783,s11784,s11788,s11790,s43540,s54727,s60919,s60920,s60924	825328	837787	b141	0.0468
g5925_578	1	gyrA b112: DNA gyrase subunit A (abundance=0.05)	ALL	s56659,s56660,s56664	226233	239073	b112	0.0462
g8059_1039	1	gyrA b174: DNA gyrase subunit A (abundance=0.04)	ALL	s59157,s61069,s61071	1221895	1234336	b174	0.0386
g11169_632	1	gyrA b14: DNA gyrase subunit A (abundance=0.04)	ALL	s2943,s2946,s2948,s3903,s3905,s3906,s58078,s58081,s58083,s58087	1520479	1533100	b14	0.0386
g18131_38	1	gyrA b135: DNA gyrase subunit A (abundance=0.04)	ALL	s17992	33411	45996	b135	0.0371
g25405_295	1	gyrA b171: DNA gyrase subunit A (abundance=0.04)	ALL	s33534,s33535	196022	208484	b171	0.0359
g17943_273	1	gyrA b168: DNA gyrase subunit A (abundance=0.03)	ALL	s9544,s17658,s54554,s59352,s59364,s63464	443284	455785	b168	0.033
g28775_663	1	gyrA b191: DNA gyrase subunit A (abundance=0.03)	ALL	s41348,s41350,s41352,s41354	555696	568137	b191	0.0309
g17467_344	1	gyrA b107: DNA gyrase subunit A (abundance=0.03)	ALL	s16828,s26777,s38262,s38944,s38946	397530	409740	b107	0.0295
g27777_619	1	gyrA b107: DNA gyrase subunit A (abundance=0.03)	ALL	s16828,s26777,s38262,s38944,s38946	1975462	1987981	b107	0.0295
g5344_280	1	gyrA b188: DNA gyrase subunit A (abundance=0.03)	ALL	s3797,s3801,s26813,s26815,s26819,s26829,s55029,s55031	1074182	1086623	b188	0.0287
g7155_550	1	gyrA b136: DNA gyrase subunit A (abundance=0.03)	ALL	s15467,s37151,s59310	866694	879150	b136	0.0272
g22175_470	1	gyrA b202: DNA gyrase subunit A (abundance=0.03)	ALL	s13756,s26749,s26751	623824	636289	b202	0.0262
g10767_575	1	gyrA b268: DNA gyrase subunit A (abundance=0.03)	ALL	s2936	565476	577914	b268	0.0256
g25692_107	1	gyrA b57: DNA gyrase subunit A (abundance=0.02)	ALL	s6444,s6547,s6801,s11206,s15205,s15845,s16482,s19389,s20463,s21069,s27552,s28889,s30664,s30747,s31421,s34448,s36614,s37039,s41116,s42523,s45781,s51459,s54569,s54759,s58091,s58867	2154440	2166917	b57	0.0154
g230_77	1	gyrA b1462: DNA gyrase subunit A (abundance=0)	ALL	s28484,s28498	30020	42524	b1462	0
g389_25	1	gyrA b477: DNA gyrase subunit A (abundance=0)	ALL	s10463,s17019,s17023,s18010,s18019,s52611	311003	323528	b477	0
g416_3	1	gyrA b3508: DNA gyrase subunit A (abundance=0)	ALL	s53093	1	8088	b3508	0
g616_4	1	gyrA b14810: DNA gyrase subunit A (Fragment) (abundance=0)	ALL	s57388	1	8753	b14810	0
g616_6	1	gyrA b14810: DNA gyrase subunit A (abundance=0)	ALL	s57388	1	10720	b14810	0
g765_2	1	gyrA b2013: DNA gyrase subunit A (abundance=0)	ALL	s60361	1	7642	b2013	0
g1017_1397	1	gyrA b1085: DNA gyrase subunit A (abundance=0)	ALL	s1724,s54904	26709	39231	b1085	0
g1264_663	1	gyrA b13612: DNA gyrase subunit A (abundance=0)	ALL	s6729	1	8583	b13612	0
g1333_158	1	gyrA b1053: DNA gyrase subunit A (abundance=0)	ALL	s8496	66636	78870	b1053	0
g1354_154	1	gyrA b814: DNA gyrase subunit A (abundance=0)	ALL	s9006	163455	175689	b814	0
g1489_470	1	gyrA b1397: DNA gyrase subunit A (abundance=0)	ALL	s11725	32837	45422	b1397	0
g1671_70	1	gyrA b748: DNA gyrase subunit A (abundance=0)	ALL	s15514	25924	38422	b748	0
g1780_67	1	gyrA b806: DNA gyrase subunit A (abundance=0)	ALL	s9988,s17595	158832	171366	b806	0
g1885_4281	1	gyrA b421: DNA gyrase subunit A (abundance=0)	ALL	s19786,s19788,s19789,s19794,s19796,s19797	125042	137270	b421	0
g2103_983	1	gyrA b412: DNA gyrase subunit A (abundance=0)	ALL	s24304	34489	47101	b412	0
g2156_14	1	gyrA b853: DNA gyrase subunit A (abundance=0)	ALL	s25261	7155	17790	b853	0
g2156_15	1	gyrA b853: DNA gyrase subunit A (abundance=0)	ALL	s25261	7795	19576	b853	0
g2371_168	1	gyrA b449: DNA gyrase subunit A (abundance=0)	ALL	s21108,s24394,s29954,s34374,s62237	363857	376358	b449	0
g2449_2232	1	gyrA b5297: DNA gyrase subunit A (abundance=0)	ALL	s31955	19325	28913	b5297	0
g2719_67	1	gyrA b1882: DNA gyrase subunit A (abundance=0)	ALL	s37745	64774	69910	b1882	0
g2876_300	1	gyrA b1072: DNA gyrase subunit A (abundance=0)	ALL	s41884	106925	119426	b1072	0
g3165_420	1	gyrA b913: DNA gyrase subunit A (abundance=0)	ALL	s51347	135717	148209	b913	0
g3402_1209	1	gyrA b584: DNA gyrase subunit A (abundance=0)	ALL	s18397,s43724,s51822	235451	247997	b584	0
g3476_38	1	gyrA b686: DNA gyrase subunit A (abundance=0)	ALL	s51925	41047	53560	b686	0
g3564_34	1	gyrA b1950: DNA gyrase subunit A (abundance=0)	ALL	s52108,s63160	6596	19334	b1950	0
g3565_14	1	gyrA b9542: DNA gyrase subunit A (abundance=0)	ALL	s52115	8807	19464	b9542	0
g3574_15	1	gyrA b10038: DNA gyrase subunit A (abundance=0)	ALL	s52127	5360	16439	b10038	0
g3732_66	1	gyrA b1567: DNA gyrase subunit A (abundance=0)	ALL	s52393	63062	75539	b1567	0
g3926_704	1	gyrA b1697: DNA gyrase subunit A (abundance=0)	ALL	s52673	70387	78913	b1697	0
g4277_2785	1	gyrA b327: DNA gyrase subunit A (abundance=0)	ALL	s53189,s53224,s53229,s53235,s53247,s53249	376592	389117	b327	0
g4397_25	1	gyrA b4927: DNA gyrase subunit A (abundance=0)	ALL	s53409	17643	30261	b4927	0
g5432_644	1	gyrA b481: DNA gyrase subunit A (abundance=0)	ALL	s55258	45132	57786	b481	0
g5478_487	1	gyrA b396: DNA gyrase subunit A (abundance=0)	ALL	s48708,s48753,s48767,s48810,s48819,s48820,s48844,s48938,s48941,s55368,s55391,s55392	439764	452316	b396	0
g5572_128	1	gyrA b1810: DNA gyrase subunit A (abundance=0)	ALL	s55626	60826	73042	b1810	0
g5591_13	1	gyrA b2398: DNA gyrase subunit A (abundance=0)	ALL	s55697	4423	16870	b2398	0
g5611_90	1	gyrA b864: DNA gyrase subunit A (abundance=0)	ALL	s55732	95491	107974	b864	0
g5633_21	1	gyrA b1507: DNA gyrase subunit A (abundance=0)	ALL	s55762	24690	37266	b1507	0
g5742_8	1	gyrA b4168: DNA gyrase subunit A (abundance=0)	ALL	s56266	1546	12481	b4168	0
g5742_9	1	gyrA b4168: DNA gyrase subunit A (abundance=0)	ALL	s56266	2468	14054	b4168	0
g5855_86	1	gyrA b904: DNA gyrase subunit A (abundance=0)	ALL	s56570	92153	103148	b904	0
g5855_137	1	gyrA b904: DNA gyrase subunit A (abundance=0)	ALL	s56570	146072	158633	b904	0
g5863_35	1	gyrA b571: DNA gyrase subunit A (abundance=0)	ALL	s56579	26279	38786	b571	0
g5863_46	1	gyrA b571: DNA gyrase subunit A (abundance=0)	ALL	s56579	41910	54105	b571	0
g5959_66	1	gyrA b604: DNA gyrase subunit A (abundance=0)	ALL	s56777	65432	77927	b604	0
g5965_1754	1	gyrA b310: DNA gyrase subunit A (abundance=0)	ALL	s7920,s7923,s7933,s56793,s56817,s56836,s56841,s56847	408712	421201	b310	0
g6118_29	1	gyrA b1210: DNA gyrase subunit A (abundance=0)	ALL	s57193	21890	34382	b1210	0
g6138_35	1	gyrA b1012: DNA gyrase subunit A (abundance=0)	ALL	s57228	23673	36165	b1012	0
g6238_563	1	gyrA b287: DNA gyrase subunit A (abundance=0)	ALL	s18437,s18483,s18490,s18511,s18562,s20933,s20936,s21366,s21368,s32047,s57449	699132	711618	b287	0
g6278_22	1	gyrA b5625: DNA gyrase subunit A (abundance=0)	ALL	s57504	17267	27712	b5625	0
g6440_422	1	gyrA b1582: DNA gyrase subunit A (abundance=0)	ALL	s57828	16825	29392	b1582	0
g6529_308	1	gyrA b213: DNA gyrase subunit A (abundance=0)	ALL	s9681,s32101,s42951,s57984,s57986,s57988,s57993,s58031,s58042	458057	470612	b213	0
g6627_4	1	gyrA b12027: DNA gyrase subunit A (abundance=0)	ALL	s58292	620	12848	b12027	0
g6944_324	1	gyrA b323: DNA gyrase subunit A (abundance=0)	ALL	s58884	327432	339963	b323	0
g6955_560	1	gyrA b231: DNA gyrase subunit A (abundance=0)	ALL	s10755,s24606,s45865,s58899	714420	726654	b231	0
g6955_672	1	gyrA b231: DNA gyrase subunit A (abundance=0)	ALL	s10755,s24606,s45865,s58899	824492	836999	b231	0
g7044_1330	1	gyrA b298: DNA gyrase subunit A (abundance=0)	ALL	s6070,s6077,s44733,s44735,s51243,s59098,s59105,s59106	618874	631381	b298	0
g7304_43	1	gyrA b1232: DNA gyrase subunit A (abundance=0)	ALL	s59519	33593	46073	b1232	0
g7887_562	1	gyrA b312: DNA gyrase subunit A (abundance=0)	ALL	s60793	630283	642802	b312	0
g7994_920	1	gyrA b384: DNA gyrase subunit A (abundance=0)	ALL	s60976	359638	371872	b384	0
g8045_500	1	gyrA b139: DNA gyrase subunit A (abundance=0)	ALL	s1815,s1821,s1835,s1843,s1851,s1886,s4226,s40417,s40425,s61038,s61039	1508697	1520934	b139	0
g8091_72	1	gyrA b536: DNA gyrase subunit A (abundance=0)	ALL	s61109	42975	55548	b536	0
g8259_8	1	gyrA b22515: DNA gyrase subunit A (abundance=0)	ALL	s61454	716	11149	b22515	0
g8502_469	1	gyrA b204: DNA gyrase subunit A (abundance=0)	ALL	s1029,s34867,s56857,s56859,s59678,s60633,s61925,s61926,s61934	1136215	1148728	b204	0
g8542_662	1	gyrA b152: DNA gyrase subunit A (abundance=0)	ALL	s16285,s16286,s59721,s59725,s61983,s61985	1347971	1360598	b152	0
g8734_69	1	gyrA b1147: DNA gyrase subunit A (abundance=0)	ALL	s62355	50449	62947	b1147	0
g8771_4280	1	gyrA b318: DNA gyrase subunit A (abundance=0)	ALL	s62491,s62493,s62496	308563	321061	b318	0
g8801_4	1	gyrA b3476: DNA gyrase subunit A (abundance=0)	ALL	s62542	1	7683	b3476	0
g8801_5	1	gyrA b3476: DNA gyrase subunit A (abundance=0)	ALL	s62542	1	9397	b3476	0
g9034_358	1	gyrA b534: DNA gyrase subunit A (abundance=0)	ALL	s10568,s38696,s58285,s62893	288321	300822	b534	0
g9155_8	1	gyrA b5037: DNA gyrase subunit A (abundance=0)	ALL	s63394	1545	14082	b5037	0
g9207_268	1	gyrA b613: DNA gyrase subunit A (abundance=0)	ALL	s63588	224973	237198	b613	0
